asset_id,category,session,unit,block,resource_title,original_basename,local_path,source_relative_path,official_url,provenance,year,file_format,pages,bytes,sha256
book-MIT6_042JS15_textbook,book,,,,Mathematics for Computer Science (Spring 2015 textbook),MIT6_042JS15_textbook.pdf,99_Books/MIT6_042JS15_textbook.pdf,contents/readings/MIT6_042JS15_textbook.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/readings/MIT6_042JS15_textbook.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,920,5761048,a07e73979a55f0be10633fcba12c0195f4475288a9b84331c8eb0de0e0a1571a
caption-GyFVgJZ0hIs,caption,1,1,1.1.2,Intro To Proofs: Part 1: Video,GyFVgJZ0hIs.srt,04_Captions/GyFVgJZ0hIs.srt,contents/proofs/tp1-1/intro-to-proofs-part-1-video/intro-to-proofs-part-1/GyFVgJZ0hIs.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/proofs/tp1-1/intro-to-proofs-part-1-video/,Official MIT OCW Spring 2015 course package,2015,srt,,15740,c87f09bfc694e9d8d152597b83c8872977b336faefce65b21af3704e86d5cd73
caption-wIq4CssPoO0,caption,1,1,1.1.1,Welcome to 6.042: Video,wIq4CssPoO0.srt,04_Captions/wIq4CssPoO0.srt,contents/proofs/tp1-1/welcome-to-6-042-1/wIq4CssPoO0.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/proofs/tp1-1/,Official MIT OCW Spring 2015 course package,2015,srt,,3675,39ed28a3a270880c341dd62acc32f676a71245fe4fb57d9fc7b5016cd114e72e
caption-wfr4XbR5VP8,caption,1,1,1.1.3,Intro to Proofs: Part 2: Video,wfr4XbR5VP8.srt,04_Captions/wfr4XbR5VP8.srt,contents/proofs/tp1-1/intro-to-proofs-part-2-video/intro-to-proofs-part-2/wfr4XbR5VP8.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/proofs/tp1-1/intro-to-proofs-part-2-video/,Official MIT OCW Spring 2015 course package,2015,srt,,11509,0bdb17acfc19c8733621bec1b672ce865192c32779d8bf4e234de1b05e6257a3
caption-TXNXT3oBROw,caption,10,1,1.10.1,Recursive Data: Video,TXNXT3oBROw.srt,04_Captions/TXNXT3oBROw.srt,contents/proofs/recursive-definition/recursive-data/TXNXT3oBROw.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/proofs/recursive-definition/,Official MIT OCW Spring 2015 course package,2015,srt,,20702,1104605813725eab57ce288a89798083c15d3050b1c6a07f431ae5ca9b1171c8
caption-VWIDwHCGJDQ,caption,10,1,1.10.4,Structural Induction: Video,VWIDwHCGJDQ.srt,04_Captions/VWIDwHCGJDQ.srt,contents/proofs/recursive-definition/structural-induction-video/structural-induction/VWIDwHCGJDQ.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/proofs/recursive-definition/structural-induction-video/,Official MIT OCW Spring 2015 course package,2015,srt,,8965,c46cc647dba0128166499565b89f31fda7dff7a4264db07ca79237f950a12087
caption-tOsdeaYDCMk,caption,10,1,1.10.7,Recursive Functions: Video,tOsdeaYDCMk.srt,04_Captions/tOsdeaYDCMk.srt,contents/proofs/recursive-definition/recursive-functions-video/recursive-functions/tOsdeaYDCMk.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/proofs/recursive-definition/recursive-functions-video/,Official MIT OCW Spring 2015 course package,2015,srt,,19137,f6a079edcbb579b3d6d957c6045034282133b103f11d8504cc01b63f9f3e08c7
caption-4dj1ogUwTEM,caption,11,1,1.11.4,Cantor's Theorem: Video,4dj1ogUwTEM.srt,04_Captions/4dj1ogUwTEM.srt,contents/proofs/tp4-3/vertical-4eaa04fd577b/cantor-s-theorem/4dj1ogUwTEM.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/proofs/tp4-3/vertical-4eaa04fd577b/,Official MIT OCW Spring 2015 course package,2015,srt,,32706,dc184ca7d5256077c932703b4ea956603bcbbda49fce8288f9a6c10d4aa1ef72
caption-5hETv64GIuE,caption,11,1,1.11.9,Russell's Paradox: Video,5hETv64GIuE.srt,04_Captions/5hETv64GIuE.srt,contents/proofs/tp4-3/vertical-f1f52e8d7024/russell-s-paradox/5hETv64GIuE.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/proofs/tp4-3/vertical-f1f52e8d7024/,Official MIT OCW Spring 2015 course package,2015,srt,,20308,44bf1513672d10bbc07f0c5dc3f2cb7450b5eda31e53d370bb8f551bb03e5224
caption-AipSRi3CyLg,caption,11,1,1.11.3,Countable Sets: Video,AipSRi3CyLg.srt,04_Captions/AipSRi3CyLg.srt,contents/proofs/tp4-3/countable-sets-video/countable-sets/AipSRi3CyLg.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/proofs/tp4-3/countable-sets-video/,Official MIT OCW Spring 2015 course package,2015,srt,,16492,3a03d795fce0dcd5aa2402b46835709d1ac4eee78975cf962180df25ee848811
caption-QzSCf62kzjE,caption,11,1,1.11.1,Cardinality: Video,QzSCf62kzjE.srt,04_Captions/QzSCf62kzjE.srt,contents/proofs/tp4-3/cardinality/QzSCf62kzjE.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/proofs/tp4-3/,Official MIT OCW Spring 2015 course package,2015,srt,,20631,3cc25cb556dc63dec2f67d437a7fc13e80381c8fe978e1ab02c90d7169c8168e
caption-WQHOImO0pX0,caption,11,1,1.11.7,The Halting Problem: Video [Optional],WQHOImO0pX0.srt,04_Captions/WQHOImO0pX0.srt,contents/proofs/tp4-3/vertical-b654b1f1c6e1/the-halting-problem/WQHOImO0pX0.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/proofs/tp4-3/vertical-b654b1f1c6e1/,Official MIT OCW Spring 2015 course package,2015,srt,,24473,805735ad4c9ad4ba70321b9bcb1abc1713d004b20b0f8b5c4f481c77f86a894d
caption-zcvsyL7GtH4,caption,11,1,1.11.11,Set Theory Axioms: Video [Optional],zcvsyL7GtH4.srt,04_Captions/zcvsyL7GtH4.srt,contents/proofs/tp4-3/set-theory-axioms-video-optional/set-theory-axioms-optional/zcvsyL7GtH4.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/proofs/tp4-3/set-theory-axioms-video-optional/,Official MIT OCW Spring 2015 course package,2015,srt,,13625,c88614572719e44f3e5b8299c4e7ca3cb1b9e7ce278a61c09914cfb7aea09d90
caption-QsKtEuUyIdw,caption,12,2,2.1.7,Prime Factorization: Video,QsKtEuUyIdw.srt,04_Captions/QsKtEuUyIdw.srt,contents/structures/tp5-1/prime-factorization-video/unique-factorization/QsKtEuUyIdw.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp5-1/prime-factorization-video/,Official MIT OCW Spring 2015 course package,2015,srt,,11356,6a78aef705b7715223f759883c59df8d1bcd254e89dd79f803cc7c6a053d5816
caption-c3qNBNl1h8g,caption,12,2,2.1.6,Revisiting Die Hard: Video,c3qNBNl1h8g.srt,04_Captions/c3qNBNl1h8g.srt,contents/structures/tp5-1/revisiting-die-hard-video/die-hard-primes/c3qNBNl1h8g.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp5-1/revisiting-die-hard-video/,Official MIT OCW Spring 2015 course package,2015,srt,,6912,ad2b4b71d463e2b254ef716463cef879edb6380fd66400cf2fcae3f4e29165ca
caption-dW0f62lcCLE,caption,12,2,2.1.2,Euclidean Algorithm: Video,dW0f62lcCLE.srt,04_Captions/dW0f62lcCLE.srt,contents/structures/tp5-1/euclidean-algorithm-video/euclidean-algorithm/dW0f62lcCLE.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp5-1/euclidean-algorithm-video/,Official MIT OCW Spring 2015 course package,2015,srt,,13700,475fa71e5e9bf862f95960d32fe741f365b7d5dd8978f0868cf25803fb668591
caption-et3FOZdI6pk,caption,12,2,2.1.1,GCDs & Linear Combinations: Video,et3FOZdI6pk.srt,04_Captions/et3FOZdI6pk.srt,contents/structures/tp5-1/gcds-linear-combinations/et3FOZdI6pk.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp5-1/,Official MIT OCW Spring 2015 course package,2015,srt,,13260,b548543010144f53fa294cb850cddacd69ff2b256a73e691a2d8aa68e9814e31
caption-yzKPotFLfsc,caption,12,2,2.1.4,Pulverizer: Video,yzKPotFLfsc.srt,04_Captions/yzKPotFLfsc.srt,contents/structures/tp5-1/pulverizer-video/pulverizer/yzKPotFLfsc.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp5-1/pulverizer-video/,Official MIT OCW Spring 2015 course package,2015,srt,,18114,a1791cedaa14f49ec3dc45e471fb02065c652f32a77e7b84a648b8fec467f489
caption-CAKSh3M0y8k,caption,13,2,2.2.3,Inverses mod n: Video,CAKSh3M0y8k.srt,04_Captions/CAKSh3M0y8k.srt,contents/structures/tp5-2/vertical-5a82e8c3077d/inverses-mod-n/CAKSh3M0y8k.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp5-2/vertical-5a82e8c3077d/,Official MIT OCW Spring 2015 course package,2015,srt,,6133,fd4ea18ced91fa1292f7d73604d86046bdec7e63c05d2c3684d25c1ddfa3172b
caption-KvtLWgCTwn4,caption,13,2,2.2.1,Congruence mod n: Video,KvtLWgCTwn4.srt,04_Captions/KvtLWgCTwn4.srt,contents/structures/tp5-2/congruence-mod-n/KvtLWgCTwn4.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp5-2/,Official MIT OCW Spring 2015 course package,2015,srt,,19969,6c19af9d65a77795bd75fc64be409f11f91b9b6e27998c83bd9135fea7656603
caption-TeRYL7kkhqs,caption,14,2,2.3.1,Modular Exponentiation Euler's Function: Video,TeRYL7kkhqs.srt,04_Captions/TeRYL7kkhqs.srt,contents/structures/tp6-1/modular-exponentiation-euler-s-function/TeRYL7kkhqs.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp6-1/,Official MIT OCW Spring 2015 course package,2015,srt,,8684,a8738196360802bbc3950c98176915555bd1e2d72681b3cfc402fe99bed4b648
caption-dZgI16nMuqE,caption,14,2,2.3.3,The Ring Z: Video,dZgI16nMuqE.srt,04_Captions/dZgI16nMuqE.srt,contents/structures/tp6-1/vertical-96037fd2d933/modular-exponentiation-the-ring/dZgI16nMuqE.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp6-1/vertical-96037fd2d933/,Official MIT OCW Spring 2015 course package,2015,srt,,26997,fc6c3a14ece5d0646d3413f737f029d6b38b53dae3167b4e23d9c3a141433a3c
caption-ZUZ8VbX1YNQ,caption,15,2,2.4.1,RSA Public Key Encryption: Video,ZUZ8VbX1YNQ.srt,04_Captions/ZUZ8VbX1YNQ.srt,contents/structures/tp6-2/rsa-public-key-encryption/ZUZ8VbX1YNQ.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp6-2/,Official MIT OCW Spring 2015 course package,2015,srt,,32840,ba354369c798909565a7b8c76a1a9c62576813d9f24cf7b08fc206c1bd528c43
caption-yWIQCewgfwY,caption,15,2,2.4.3,Reducing Factoring To SAT: Video,yWIQCewgfwY.srt,04_Captions/yWIQCewgfwY.srt,contents/structures/tp6-2/vertical-10e2576c9510/reducing-factoring-to-sat/yWIQCewgfwY.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp6-2/vertical-10e2576c9510/,Official MIT OCW Spring 2015 course package,2015,srt,,10616,47a12ddd55072f7f90c65bcbe0d69bcf2803e8abb131acfebd5178b6f65b8f44
caption-MX-mBxt6huU,caption,16,2,2.5.1,Digraphs: Walks & Paths: Video,MX-mBxt6huU.srt,04_Captions/MX-mBxt6huU.srt,contents/structures/tp6-3/digraphs-walks-paths/MX-mBxt6huU.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp6-3/,Official MIT OCW Spring 2015 course package,2015,srt,,6044,e318e53b0a92ad98a5ebbaa56d3bc398b5ae5eea1dab5883600d3caaf72104f6
caption-QORX1OUabio,caption,16,2,2.5.3,Digraphs: Connected Vertices: Video,QORX1OUabio.srt,04_Captions/QORX1OUabio.srt,contents/structures/tp6-3/vertical-2c95b0b170e2/digraphs-connected-vertices/QORX1OUabio.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp6-3/vertical-2c95b0b170e2/,Official MIT OCW Spring 2015 course package,2015,srt,,9468,452ac93ec9e4744d4817da36370be34410106d64e50e02054de3050fafcb496d
caption-1TpzSCMLg08,caption,17,2,2.6.3,Scheduling: Video,1TpzSCMLg08.srt,04_Captions/1TpzSCMLg08.srt,contents/structures/tp7-1/vertical-0b187f2dedb6/scheduling/1TpzSCMLg08.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp7-1/vertical-0b187f2dedb6/,Official MIT OCW Spring 2015 course package,2015,srt,,21658,b38dc140201ff4c4cd7149732e5d1adb00e096945c2548c276d9d58ab47e5999
caption-Sdw8_0RDZuw,caption,17,2,2.6.1,DAGs: Video,Sdw8_0RDZuw.srt,04_Captions/Sdw8_0RDZuw.srt,contents/structures/tp7-1/digraphs-dags/Sdw8_0RDZuw.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp7-1/,Official MIT OCW Spring 2015 course package,2015,srt,,18682,93f0fd171c7de4d37398a92aa3f017c8ff772aba35fe5fab86fc6350d7591be1
caption-cUYTlKA8jaw,caption,17,2,2.6.5,Time versus Processors: Video,cUYTlKA8jaw.srt,04_Captions/cUYTlKA8jaw.srt,contents/structures/tp7-1/vertical-ce9e54c9d251/time-versus-processors/cUYTlKA8jaw.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp7-1/vertical-ce9e54c9d251/,Official MIT OCW Spring 2015 course package,2015,srt,,15067,83a9d91b537beb4d307e141ffac8992e7e868dbc83e9ecd0537380cfddbbbc49
caption-0w9luYcxHrw,caption,18,2,2.7.1,Partial Orders: Video,0w9luYcxHrw.srt,04_Captions/0w9luYcxHrw.srt,contents/structures/partial-orders-and-equivalence/partial-orders/0w9luYcxHrw.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/partial-orders-and-equivalence/,Official MIT OCW Spring 2015 course package,2015,srt,,14908,7c53196db79db1fbcfa9ddacba11d7084de37ea70df9e2bac81333a9e999fce8
caption-bHvMYZvZp7Y,caption,18,2,2.7.3,Representing Partial Orders As Subset Relations: Video,bHvMYZvZp7Y.srt,04_Captions/bHvMYZvZp7Y.srt,contents/structures/partial-orders-and-equivalence/vertical-a604c5db7bb5/representing-partial-orders-as-subset-relations/bHvMYZvZp7Y.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/partial-orders-and-equivalence/vertical-a604c5db7bb5/,Official MIT OCW Spring 2015 course package,2015,srt,,10780,5fb338e70343fdd0a87bacf060b69d8cd0d25e379589240df10b6abe346d0636
caption-s-E5T3igntw,caption,18,2,2.7.4,Equivalence Relations: Video,s-E5T3igntw.srt,04_Captions/s-E5T3igntw.srt,contents/structures/partial-orders-and-equivalence/vertical-c6c01eb0d061/equivalence-relations/s-E5T3igntw.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/partial-orders-and-equivalence/vertical-c6c01eb0d061/,Official MIT OCW Spring 2015 course package,2015,srt,,11228,9091099d4109f35688546449b1245d7896450171b93630a863de0d841d1e1fd4
caption-TIpnudrzvgg,caption,19,2,2.8.1,Degree: Video,TIpnudrzvgg.srt,04_Captions/TIpnudrzvgg.srt,contents/structures/tp7-2/degrees/TIpnudrzvgg.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp7-2/,Official MIT OCW Spring 2015 course package,2015,srt,,18411,4d79c8d10935d3f03fed1ce90211fc1f47502aeb8d985cddd3f6558f0ed7b18d
caption-hVerxuP4cFg,caption,19,2,2.8.3,Isomorphism: Video,hVerxuP4cFg.srt,04_Captions/hVerxuP4cFg.srt,contents/structures/tp7-2/vertical-4cdac51413fd/isomorphism/hVerxuP4cFg.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp7-2/vertical-4cdac51413fd/,Official MIT OCW Spring 2015 course package,2015,srt,,17791,f311e1edcb81a7dcf6ef3910da50bc904e63f66e2bb09b8481f5bf8b11f64506
caption-CpW0ZJ7i0oc,caption,2,1,1.2.1,Proof By Contradiction: Video,CpW0ZJ7i0oc.srt,04_Captions/CpW0ZJ7i0oc.srt,contents/proofs/tp1-2/proof-by-contradiction/CpW0ZJ7i0oc.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/proofs/tp1-2/,Official MIT OCW Spring 2015 course package,2015,srt,,12596,e1dc897cefa2ffccff28f9f73ce30aa88520b73c77c78630a1cad53af656aa20
caption-vzpFQ3uNyPo,caption,2,1,1.2.3,Proof By Cases: Video,vzpFQ3uNyPo.srt,04_Captions/vzpFQ3uNyPo.srt,contents/proofs/tp1-2/vertical-f502ca28cf17/proof-by-cases/vzpFQ3uNyPo.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/proofs/tp1-2/vertical-f502ca28cf17/,Official MIT OCW Spring 2015 course package,2015,srt,,10512,6d51f1c57b20649933022eb1accbce11fce91e3bc7d8ffeda45e8a594ba772a0
caption-5wCZqdCDafc,caption,20,2,2.9.4,k-Connectivity: Video,5wCZqdCDafc.srt,04_Captions/5wCZqdCDafc.srt,contents/structures/tp7-3/vertical-a730aa2d96d6/k-connectivity/5wCZqdCDafc.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp7-3/vertical-a730aa2d96d6/,Official MIT OCW Spring 2015 course package,2015,srt,,12029,c9edfb1e5101cf89323e8b019c1c419f31dffbcad22d704ffcfa5ddbf41fe036
caption-Penh4mv5gAg,caption,20,2,2.9.1,Coloring: Video,Penh4mv5gAg.srt,04_Captions/Penh4mv5gAg.srt,contents/structures/tp7-3/coloring/Penh4mv5gAg.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp7-3/,Official MIT OCW Spring 2015 course package,2015,srt,,25740,50087be098f133c0a70f2cb3d1c640b9da9f16cc7ab486cfbd31571e66daa15f
caption-TIQ3xN38jgM,caption,20,2,2.9.3,Connectivity: Video,TIQ3xN38jgM.srt,04_Captions/TIQ3xN38jgM.srt,contents/structures/tp7-3/vertical-857c6f8a582c/connectivity/TIQ3xN38jgM.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp7-3/vertical-857c6f8a582c/,Official MIT OCW Spring 2015 course package,2015,srt,,5045,bad05ae00fea06a24b2bfe0d981fbae82d0a923f04e85af2de3980705fd1382e
caption-RqqzyWDVMA,caption,21,2,2.10.5,Spanning Trees: Video,RqqzyWDVMA.srt,04_Captions/RqqzyWDVMA.srt,contents/structures/tp8-1/vertical-2ef65242598f/spanning-trees/RqqzyWDVMA.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp8-1/vertical-2ef65242598f/,Official MIT OCW Spring 2015 course package,2015,srt,,18398,daed94bbc966fce15bd9f0592fe72b2cf0c3b1b300383f603b5f717f15d19c8e
caption-ZEsk64C0fJg,caption,21,2,2.10.1,Trees: Video,ZEsk64C0fJg.srt,04_Captions/ZEsk64C0fJg.srt,contents/structures/tp8-1/trees/ZEsk64C0fJg.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp8-1/,Official MIT OCW Spring 2015 course package,2015,srt,,13719,8b7a4431cdf78ed4420d0d635b502268edd58e6d38bf9e695e21fba8d4a085d4
caption-g2mOvmC1TKc,caption,21,2,2.10.3,Tree Coloring: Video,g2mOvmC1TKc.srt,04_Captions/g2mOvmC1TKc.srt,contents/structures/tp8-1/vertical-04923c3ed451/tree-coloring/g2mOvmC1TKc.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp8-1/vertical-04923c3ed451/,Official MIT OCW Spring 2015 course package,2015,srt,,3204,19a25c0abd5c8110350f12cd27756f2c1baa57b721672eeba98b3765dc6b53a3
caption-6vgHIImFwHo,caption,22,2,2.11.2,Matching Ritual: Video,6vgHIImFwHo.srt,04_Captions/6vgHIImFwHo.srt,contents/structures/stable-matching/matching-ritual-video/mating-ritual/6vgHIImFwHo.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/stable-matching/matching-ritual-video/,Official MIT OCW Spring 2015 course package,2015,srt,,14555,7d517614b61645bd20a982904f7274e4f308910f0be8a304db6eae1c136f395e
caption-HZLKDC9OSaQ,caption,22,2,2.11.7,Bipartite Matching: Video,HZLKDC9OSaQ.srt,04_Captions/HZLKDC9OSaQ.srt,contents/structures/stable-matching/bipartite-matching-video/bipartite-matching-0/HZLKDC9OSaQ.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/stable-matching/bipartite-matching-video/,Official MIT OCW Spring 2015 course package,2015,srt,,6360,4b0b7065b96aa872ffb8dd00caab7a1cc442b8516c5de41eca69f0971b3922a8
caption-RE5PmdGNgj0,caption,22,2,2.11.1,Stable Matching: Video,RE5PmdGNgj0.srt,04_Captions/RE5PmdGNgj0.srt,contents/structures/stable-matching/stable-matching-0/RE5PmdGNgj0.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/stable-matching/,Official MIT OCW Spring 2015 course package,2015,srt,,18873,3fe7f75ffd2c2d44342712549e41a292e962c8e2ba2ab9ec458371a0685383dc
caption-i5AWE-OoOsY,caption,22,2,2.11.9,Hall's Theorem: Video,i5AWE-OoOsY.srt,04_Captions/i5AWE-OoOsY.srt,contents/structures/stable-matching/hall-s-theorem-video/hall-s-theorem-0/i5AWE-OoOsY.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/stable-matching/hall-s-theorem-video/,Official MIT OCW Spring 2015 course package,2015,srt,,23667,cd36f6f05a3d7197c4698cee03e6b67968c14148c2c137283440e779f87a5c64
caption-n4KKgKpp--0,caption,22,2,2.11.5,Optimal Stable Matching: Video,n4KKgKpp--0.srt,04_Captions/n4KKgKpp--0.srt,contents/structures/stable-matching/optimal-stable-matching-video/optimal-stable-matching/n4KKgKpp--0.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/stable-matching/optimal-stable-matching-video/,Official MIT OCW Spring 2015 course package,2015,srt,,13897,e444bce218c4ac3c4d1f967aae9f06afbf609c05508d2d2b917e3614bd5d3fa1
caption-CdhuVhWTSMI,caption,23,3,3.1.5,Book Stacking: Video,CdhuVhWTSMI.srt,04_Captions/CdhuVhWTSMI.srt,contents/counting/tp8-2/vertical-d3f74a0ca5a8/book-stacking/CdhuVhWTSMI.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/counting/tp8-2/vertical-d3f74a0ca5a8/,Official MIT OCW Spring 2015 course package,2015,srt,,12533,63f053033bb765dd7e296429e92620897c8f037c99ce3094b4e06eef807fa319
caption-EegG5TPL29c,caption,23,3,3.1.7,Integral Method: Video,EegG5TPL29c.srt,04_Captions/EegG5TPL29c.srt,contents/counting/tp8-2/vertical-65e8069d3ac4/integral-method/EegG5TPL29c.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/counting/tp8-2/vertical-65e8069d3ac4/,Official MIT OCW Spring 2015 course package,2015,srt,,14729,837eb8359d8a6cf27dc0010a6942bafb245fe05e62e3d22569b5afc19d15a859
caption-ZDQk45NQbEo,caption,23,3,3.1.3,Geometric Sums: Video,ZDQk45NQbEo.srt,04_Captions/ZDQk45NQbEo.srt,contents/counting/tp8-2/vertical-46a80f3884d6/geometric-sums/ZDQk45NQbEo.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/counting/tp8-2/vertical-46a80f3884d6/,Official MIT OCW Spring 2015 course package,2015,srt,,15949,b96deb2de9ae6cbe21013579258f9e86a16f9b7240a4c9e933cbef23af6f0a40
caption-lU_QT5GSuxI,caption,23,3,3.1.9,Stirling's Formula: Video,lU_QT5GSuxI.srt,04_Captions/lU_QT5GSuxI.srt,contents/counting/tp8-2/vertical-356e14210c43/stirling-s-formula/lU_QT5GSuxI.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/counting/tp8-2/vertical-356e14210c43/,Official MIT OCW Spring 2015 course package,2015,srt,,8979,56f96309d699dc1b9e2900b9b1c77b1c0080850ad2c9897214c6031fae6ba7da
caption-v6axtBS6IF8,caption,23,3,3.1.1,Arithmetic Sums: Video,v6axtBS6IF8.srt,04_Captions/v6axtBS6IF8.srt,contents/counting/tp8-2/arithmetic-sums/v6axtBS6IF8.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/counting/tp8-2/,Official MIT OCW Spring 2015 course package,2015,srt,,6189,2a554ce35229cf97539572f5b24d4e06dacc012f277b54e74ff71388e8390d69
caption-CWkh5kb4TGc,caption,24,3,3.2.1,Asymptotic Notation: Video,CWkh5kb4TGc.srt,04_Captions/CWkh5kb4TGc.srt,contents/counting/tp8-3/asymptotic-notation/CWkh5kb4TGc.srt,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/counting/tp8-3/,Official MIT OCW Spring 2015 course package,2015,srt,,11328,3ed192205d3ca67705551c49316896a8ce2708d36988d2cfe3d50a15c125758e
